code,coun,Unnamed: 2,Unnamed: 3,year,一带一路,G20,Anthracite,Coking coal,Other bituminous coal,Sub-bituminous coal,Lignite,Patent fuel,Coke oven coke,Gas coke,Coal tar,BKB,Gas works gas,Coke oven gas,Blast furnace gas,Other recovered gases,Peat,Peat products,Oil shale and oil sands,Natural gas,Crude/NGL/feedstocks (if no detail),Crude oil,Natural gas liquids,Refinery feedstocks,Additives/blending components,Other hydrocarbons,Refinery gas,Ethane,Liquefied petroleum gases (LPG),Motor gasoline excl. biofuels,Aviation gasoline,Gasoline type jet fuel,Kerosene type jet fuel excl. biofuels,Other kerosene,Gas/diesel oil excl. biofuels,Fuel oil,Naphtha,White spirit & SBP,Lubricants,Bitumen,Paraffin waxes,Petroleum coke,Other oil products,Industrial waste,Municipal waste (renewable),Municipal waste (non-renewable),Primary solid biofuels,Biogases,Biogasoline,Biodiesels,Bio jet kerosene,Other liquid biofuels,Non-specified primary biofuels and waste,Charcoal,Electricity,Heat,Total,Unnamed: 62,CO2（单位kt）:,Anthracite.1,Coking coal.1,Other bituminous coal.1,Sub-bituminous coal.1,Lignite.1,Patent fuel.1,Coke oven coke.1,Gas coke.1,Coal tar.1,BKB.1,Gas works gas.1,Coke oven gas.1,Blast furnace gas.1,Other recovered gases.1,Peat.1,Peat products.1,Oil shale and oil sands.1,Natural gas.1,Crude/NGL/feedstocks (if no detail).1,Crude oil.1,Natural gas liquids.1,Refinery feedstocks.1,Additives/blending components.1,Other hydrocarbons.1,Refinery gas.1,Ethane.1,Liquefied petroleum gases (LPG).1,Motor gasoline excl. biofuels.1,Aviation gasoline.1,Gasoline type jet fuel.1,Kerosene type jet fuel excl. biofuels.1,Other kerosene.1,Gas/diesel oil excl. biofuels.1,Fuel oil.1,Naphtha.1,White spirit & SBP.1,Lubricants.1,Bitumen.1,Paraffin waxes.1,Petroleum coke.1,Other oil products.1,Industrial waste.1,Municipal waste (renewable).1,Municipal waste (non-renewable).1,Primary solid biofuels.1,Biogases.1,Biogasoline.1,Biodiesels.1,Bio jet kerosene.1,Other liquid biofuels.1,Non-specified primary biofuels and waste.1,Charcoal.1,Electricity.1,Heat.1,Unnamed: 118,crude steel（kt）,COKE（TJ）,Electricity（TJ）,OTHER(TJ),CO2(1)(kt),CO2(2)(不含industrial waste以后）,CO2(3)（不含电力及热量）,COAL,OTHER(COAL),吨钢能耗,吨钢CO2(1),吨钢CO2(2),吨钢CO2(3),COAL占比
1,苏丹,Sudan,SDN,2020,Y,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1,苏丹,Sudan,SDN,2021,Y,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1,苏丹,Sudan,SDN,2022,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1,苏丹,Sudan,SDN,2023,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2,南非,South Africa,ZAF,2010,Y,Y,9503.0,0.0,86279,0.0,0.0,0.0,12322.0,0.0,0.0,0.0,6050.0,28107.0,25894.0,0.0,0.0,0.0,0.0,11237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14368.0,0.0,193760.0,,,934.1449,0.0,8481.225699999999,0.0,0.0,0.0,1211.2526,0.0,0.0,0.0,594.715,2762.9181,2545.3802,0.0,0.0,0.0,0,1104.5971,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1412.3744,0.0,,7617.0,1211.2526,14368.0,178180.7474,19046.607999999997,17634.233599999996,17634.233599999996,168155.0,11237.0,25.437836418537483,2.500539319942234,2.3151153472495727,2.3151153472495727,0.8678519818331957
2,南非,South Africa,ZAF,2011,Y,Y,11905.0,0.0,54964,0.0,0.0,0.0,10440.0,0.0,0.0,0.0,5468.0,23828.0,21962.0,0.0,0.0,0.0,0.0,11815.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14450.0,0.0,154832.0,,,1170.2615,0.0,5402.9612,0.0,0.0,0.0,1026.252,0.0,0.0,0.0,537.5044,2342.2924,2158.8646,0.0,0.0,0.0,0,1161.4145,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1420.435,0.0,,7546.0,1026.252,14450.0,139355.748,15219.9856,13799.5506,13799.5506,128567.0,11815.0,20.518420355155047,2.0169607209117415,1.8287239067055394,1.8287239067055394,0.8303645241293789
2,南非,South Africa,ZAF,2012,Y,Y,17979.0,0.0,58473,0.0,0.0,0.0,10440.0,0.0,0.0,0.0,5641.0,23817.0,21940.0,0.0,0.0,0.0,0.0,11854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13853.0,0.0,163997.0,,,1767.3356999999999,0.0,5747.8958999999995,0.0,0.0,0.0,1026.252,0.0,0.0,0.0,554.5103,2341.2111,2156.7019999999998,0.0,0.0,0.0,0,1165.2482,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1361.7499,0.0,,6938.0,1026.252,13853.0,149117.748,16120.9051,14759.1552,14759.1552,138290.0,11854.0,23.6375036033439,2.3235666042087058,2.12729247621793,2.12729247621793,0.8432471325694982
2,南非,South Africa,ZAF,2013,Y,Y,15199.0,0.0,90491,0.0,0.0,0.0,11182.0,0.0,0.0,0.0,5869.0,25510.0,23509.0,0.0,0.0,0.0,0.0,10443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13781.0,0.0,195984.0,,,1494.0617,0.0,8895.2653,0.0,0.0,0.0,1099.1906,0.0,0.0,0.0,576.9227,2507.633,2310.9347,0.0,0.0,0.0,0,1026.5469,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1354.6723,0.0,,7162.0,1099.1906,13781.0,181103.8094,19265.227199999998,17910.5549,17910.5549,171760.0,10443.0,27.364423345434236,2.689922814856185,2.5007756073722422,2.5007756073722422,0.8763980733121071
2,南非,South Africa,ZAF,2014,Y,Y,14470.0,0.0,72592,0.0,0.0,0.0,5353.0,0.0,0.0,0.0,6484.0,21087.0,20997.0,0.0,0.0,0.0,0.0,9875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13691.0,0.0,164549.0,,,1422.401,0.0,7135.7936,0.0,0.0,0.0,526.1999,0.0,0.0,0.0,637.3772,2072.8521,2064.0051,0.0,0.0,0.0,0,970.7125,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1345.8253,0.0,,6412.0,526.1999,13691.0,150331.8001,16175.166700000002,14829.341400000001,14829.341400000001,140983.0,9875.0,25.662663755458514,2.5226398471615723,2.3127481908920777,2.3127481908920777,0.8567843013327338
2,南非,South Africa,ZAF,2015,Y,Y,324.0,0.0,64062,0.0,0.0,0.0,7499.0,0.0,0.0,0.0,6829.0,22147.0,21294.0,0.0,0.0,0.0,0.0,9257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76475.0,0.0,207887.0,,,31.8492,0.0,6297.2946,0.0,0.0,0.0,737.1517,0.0,0.0,0.0,671.2907,2177.0501,2093.2001999999998,0.0,0.0,0.0,0,909.9630999999999,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,7517.4925,0.0,,6417.0,737.1517,76475.0,130674.8483,20435.2921,12917.799599999998,12917.799599999998,122155.0,9257.0,32.396291101760944,3.184555415303101,2.0130589995324915,2.0130589995324915,0.5876028804109925
2,南非,South Africa,ZAF,2016,Y,Y,891.0,0.0,65249,0.0,0.0,0.0,8029.0,0.0,0.0,0.0,6036.0,21667.0,20562.0,0.0,0.0,0.0,0.0,8560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67349.0,0.0,198343.0,,,87.5853,0.0,6413.9767,0.0,0.0,0.0,789.2506999999999,0.0,0.0,0.0,593.3388,2129.8661,2021.2446,0.0,0.0,0.0,0,841.448,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,6620.4067,0.0,,6141.0,789.2506999999999,67349.0,130204.7493,19497.1169,12876.7102,12876.7102,122434.0,8560.0,32.29815990880964,3.1749091190359877,2.0968425663572705,2.0968425663572705,0.6172841995936332
2,南非,South Africa,ZAF,2017,Y,Y,358.0,0.0,75718,0.0,0.0,0.0,5156.0,0.0,0.0,0.0,5445.0,20804.0,20757.0,0.0,0.0,0.0,0.0,8890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69210.0,0.0,206704.0,,,35.1914,0.0,7443.0794,0.0,0.0,0.0,506.8348,0.0,0.0,0.0,535.2435,2045.0332,2040.4131,0.0,0.0,0.0,0,873.887,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.3932,0,0,0,0.0,35.5846,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,6803.343,0.0,,6301.0,506.8348,69210.0,136987.1652,20319.0032,13515.6602,13515.6602,128238.0,9256.0,32.80495159498492,3.224726741787018,2.1450024123155056,2.1450024123155056,0.6203943803699977
2,南非,South Africa,ZAF,2018,Y,Y,341.0,0.0,79798,0.0,0.0,0.0,6439.0,0.0,0.0,0.0,5462.0,22398.0,21993.0,0.0,0.0,0.0,0.0,9716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73934.0,0.0,220510.0,,,33.5203,0.0,7844.1434,0.0,0.0,0.0,632.9537,0.0,0.0,0.0,536.9146,2201.7234,2161.9119,0.0,0.0,0.0,0,955.0828,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,41.384299999999996,0.7864,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,7267.7122,0.0,,6327.0,632.9537,73934.0,145943.0463,21676.132999999998,14408.420799999998,14408.420799999998,136431.0,10145.0,34.85222064169432,3.4259732890785517,2.2772911016279433,2.2772911016279433,0.6187066346197452
