task No.,task_name,start_time,end_time,execution_time,earliest_time,latest_time,resource_load
64,dwd_ms.usp_rel_city_std_nm,192,193,1,150,240,0.061
65,dwd_ms.usp_prc_consumer_stock_transfer,185,187,2,150,240,0.047
66,dwd_ms.usp_rel_xinchuang_order,193,194,1,150,240,0.033
67,pl_ms_main_data_processing_detail,501,529,28,420,540,0.063
68,pl_ms_mian_data_isg_gp_processing_dashboard,420,442,22,420,540,0.038
69,pl_ms_main_data_processing_detail_by_sd,500,528,28,420,540,0.077
70,pl_ms_main_data_processing_dashboard,513,527,14,420,540,0.059
71,ods.usp_chinabpportal_purchasing_right,153,156,3,150,240,0.071
72,rdm.usp_rdm_m1004_prc_smb_customer_mapping_new,157,159,2,150,240,0.077
73,rdm.usp_rdm_m1004_prc_con_customer_mapping_new,159,161,2,150,240,0.06
74,ods.usp_lecoo_ms_salesdata_detail_final_udl,154,157,3,150,240,0.046
75,rdm.usp_rdm_t_m1001_lecoo_bu_mapping_smb,159,161,2,150,240,0.032
76,rdm.usp_rdm_t_m1001_lecoo_bu_mapping_con,159,161,2,150,240,0.059
77,ods.usp_chinabpportal_ludp_xfdlx_ms_e04_agencyinfo_cdl,161,163,2,150,240,0.035
78,ods.usp_chinabpportal_ludp_xfdlx_ms_e04_province_cdl,161,163,2,150,240,0.041
79,rdm.usp_rdm_t_8000_prd_alc_mtm_list,161,163,2,150,240,0.056
80,ods.usp_chinabpportal_T_Lenovo_Lecoo_SalesData_Daily_ST,163,165,2,150,240,0.059
81,rdm.usp_rdm_t_0101_bu,163,165,2,150,240,0.045
82,rdm.usp_rdm_t_m1001_lecoo_cus_sgm_mapping_con,165,167,2,150,240,0.077
83,rdm.usp_rdm_m1002_prc_con_product_mapping_new,165,167,2,150,240,0.054
84,rdm.usp_rdm_t_m1001_lecoo_cus_sgm_mapping_smb,167,169,2,150,240,0.057
85,rdm.usp_rdm_m1002_prc_smb_product_mapping,167,169,2,150,240,0.066
86,rdm.usp_rdm_t_m1001_lecoo_provider_list,169,171,2,150,240,0.053
87,rdm.usp_rdm_t_m1001_lecoo_cus_list,169,171,2,150,240,0.047
88,rdm.usp_rdm_m1001_prc_smb_customer,171,173,2,150,240,0.07
89,rdm.usp_rdm_t_dailyca_prc_bms_mapping_keychannel,171,173,2,150,240,0.033
90,rdm.usp_rdm_product_line_to_business_unit,173,175,2,150,240,0.057
91,ods.usp_fr_t_0102_bu_prf_mapping_new,173,175,2,150,240,0.051
92,ods.usp_fr_5s_bu_tree_mapping,175,177,2,150,240,0.069
93,ods.usp_rel_d_orderdatainfo,154,157,3,150,240,0.036
94,rdm.usp_rdm_m1004_prc_bp_smb_dz_mapping,175,177,2,150,240,0.079
95,ods.usp_ciop_prc_bms_con_reseller_transformation,177,179,2,150,240,0.031
96,ods.usp_fr_t_0101_smb_bp_list,177,179,2,150,240,0.036
97,rdm.usp_rdm_t_m2001_region_combatunit_mapping,177,179,2,150,240,0.078
98,ods.usp_rel_d_orderdatainfo_xc,179,181,2,150,240,0.077
99,rdm.usp_rdm_third_party_gpn_mapping,179,181,2,150,240,0.069
100,rdm.usp_rdm_cdc_and_rdc_shipping_reverse,181,183,2,150,240,0.047
101,rdm.usp_rdm_t_0101_rel_city_cleaning,181,183,2,150,240,0.078
102,ods.usp_csdc_ts_sec_stocktransferdatadump,181,183,2,150,240,0.063
103,ods.usp_rel_d_orderdatadetail_xc,183,185,2,150,240,0.056
104,dwd_ms.usp_prc_sale_order_hdr,183,185,2,150,240,0.031
105,dwc_ms.usp_prc_idg_fi_reporting_sale,439,447,8,420,540,0.039
106,dwd_ms.usp_prc_sale_order_ln_item,150,181,31,150,240,0.059
107,ods.csdc_ts_sec_stocktransferdatadump,183,185,2,150,240,0.07
