task No.,task_name,execution_time,resource_load,earliest_time,latest_time
81,cam_fi.usp_fact_qtd_load_query,1,0.043,2,1438
82,cam_fi.usp_fact_row_fi_meas_master_delta_full,16,0.055,2,1438
83,cam_fi.usp_fact_row_fi_svc_upsell_meas_master,12,0.057,0,1438
84,cam_fi.usp_fact_row_fin_pnl_statement_sum_with_full_pti,1,0.037,4,1439
85,cam_fi.usp_fact_row_new_ebr_master_all_delta,12,0.043,1,1439
86,cam_fi.usp_fact_ssg_gaap_projection_amortization,32,0.049,2,1435
87,cam_fi.usp_fact_ssg_gaap_projection_amortization_sum,8,0.04,2,1437
88,cam_fi.usp_fact_ssg_gaap_projection_daily_sum,1,0.037,3,1439
89,cam_fi.usp_fact_swr_tracking,3,0.046,0,1436
90,cam_fi.usp_fact_wh_shipext_by,1,0.042,4,1438
91,cam_fi.usp_fact_ww_aging_mv_fiag003a,1,0.03,1,1438
92,cam_fi.usp_fi_pcsd_bpc_dataset_series,1,0.046,1,1438
93,cam_fi.usp_fi_pcsd_prd_series,1,0.034,3,1438
94,cam_fi.usp_fin_meas_profit_performance_data_set,2,0.033,2,1439
95,cam_fi.usp_fin_qtr_business_review_and_plan_of_record_data_set,6,0.042,4,1439
96,cam_fi.usp_finance_pcsd_playbook_fctot_case,1,0.055,0,1437
97,cam_fi.usp_isg_idc_manual_input_file,1,0.036,3,1439
98,cam_fi.usp_pbi_analysis_bw_row,1,0.034,4,1436
99,cam_fi.usp_prc_new_ebr_master_fact_delta,8,0.037,1,1439
100,cam_fi.usp_pscd_fin_meas_playbook_data_set,2,0.035,1,1436
101,cam_ms.USP_fact_prc_rel_opportunity,1,0.053,2,1435
102,cam_ms.USP_fact_prc_rel_quotation_proj_principal_information;,3,0.048,3,1437
103,cam_ms.USP_fact_prc_rel_quotation_proj_product_information;,6,0.03,2,1435
104,cam_ms.usp_csdc_fact_prc_con_aged_inv_by_product_no_detail,3,0.043,2,1438
105,cam_ms.usp_csdc_fact_prc_con_logical_inv_order_detail,1,0.045,3,1437
106,cam_ms.usp_csdc_fact_prc_con_pushout_by_product_no_detail,1,0.038,3,1436
107,cam_ms.usp_csdc_fact_prc_con_pushout_by_serial_no_detail,18,0.059,1,1436
108,cam_ms.usp_csdc_fact_prc_con_sell_through_in_by_product_no_detail,1,0.053,3,1435
109,cam_ms.usp_csdc_fact_prc_con_sell_through_in_by_serial_no_detail,1,0.042,1,1436
110,cam_ms.usp_csdc_fact_prc_con_sell_through_in_extension_detail,1,0.053,0,1435
111,cam_ms.usp_csdc_fact_prc_con_serial_no_owner,1,0.038,2,1435
112,cam_ms.usp_csdc_fact_prc_con_transfer_by_product_no_detail,1,0.052,1,1435
113,cam_ms.usp_csdc_fact_prc_con_transfer_by_serial_no_detail,1,0.033,2,1436
114,cam_ms.usp_csdc_job_run_cam,1,0.046,4,1438
115,cam_ms.usp_csdc_pushout_detail_cam,13,0.044,3,1435
116,cam_ms.usp_csdc_ssdc_pc_region_si_data_offer_summary,5,0.054,2,1437
117,cam_ms.usp_csdc_ssdc_region_inv_data_offer_summary,12,0.059,4,1436
118,cam_ms.usp_csdc_ssdc_region_pushout_data_offer_summary,4,0.047,0,1437
119,cam_ms.usp_csdc_ssdc_region_sti_data_offer_summary,5,0.036,2,1439
120,cam_ms.usp_csdc_ssdc_sd_region_si_data_offer_summary,3,0.038,2,1436
121,cam_ms.usp_csdc_stock_adj_cam,1,0.043,2,1436
122,cam_ms.usp_csdc_sync_inv_age_cam,3,0.035,0,1438
123,cam_ms.usp_dim_acnt,1,0.041,1,1436
124,cam_ms.usp_dim_calendar,1,0.031,1,1439
125,cam_ms.usp_dim_isg_prc_calendar,1,0.033,0,1437
126,cam_ms.usp_dim_prc_acnt,4,0.059,4,1439
127,cam_ms.usp_dim_prc_business_unit_hier,4,0.041,0,1435
128,cam_ms.usp_dim_prc_cust_seg_hier,3,0.045,0,1435
129,cam_ms.usp_dim_prc_product,13,0.031,3,1438
130,cam_ms.usp_dim_prc_sales_product_base,3,0.042,0,1435
131,cam_ms.usp_dim_prc_sales_product_div_mapping,2,0.051,1,1437
132,cam_ms.usp_dim_prc_sales_product_hier,2,0.052,3,1435
133,cam_ms.usp_dim_prc_sales_solution_hier,2,0.044,3,1435
134,cam_ms.usp_dim_prc_sales_solution_instance,2,0.03,3,1437
135,cam_ms.usp_dim_prc_sell_through_in_acnt,1,0.054,2,1435
136,cam_ms.usp_fact_daily_lecoo_sell_in,2,0.057,4,1439
137,cam_ms.usp_fact_isg_prc_cust_and_product_seg_loads,2,0.035,2,1436
138,cam_ms.usp_fact_isg_prc_cust_seg_pipeline,2,0.059,3,1439
139,cam_ms.usp_fact_isg_prc_full_data,23,0.036,2,1439
140,cam_ms.usp_fact_isg_prc_full_data_hb_sb,6,0.058,3,1436
141,cam_ms.usp_fact_isg_prc_full_data_holographic,4,0.036,1,1435
142,cam_ms.usp_fact_isg_prc_full_data_jv,3,0.032,1,1439
143,cam_ms.usp_fact_isg_prc_full_data_manual_billing,4,0.037,1,1439
144,cam_ms.usp_fact_isg_prc_full_data_psidc,4,0.059,1,1438
145,cam_ms.usp_fact_isg_prc_full_data_srv,6,0.04,1,1438
146,cam_ms.usp_fact_isg_prc_order_fulfill_with_pipeline,11,0.04,4,1438
147,cam_ms.usp_fact_isg_prc_pipeline,7,0.048,4,1437
148,cam_ms.usp_fact_isg_prc_svc_order_fulfill_with_pipeline,1,0.048,2,1439
149,cam_ms.usp_fact_prc_agg_eff_sales_order,1,0.037,1,1435
150,cam_ms.usp_fact_prc_agg_sell_in,13,0.036,3,1436
151,cam_ms.usp_fact_prc_aggregated_sell_through_in,1,0.047,3,1435
152,cam_ms.usp_fact_prc_daily_aging_fgi,1,0.048,4,1435
153,cam_ms.usp_fact_prc_daily_eff_sales_order,1,0.043,4,1436
154,cam_ms.usp_fact_prc_daily_fgi_all,4,0.057,0,1438
155,cam_ms.usp_fact_prc_daily_fgi_wo_order,1,0.037,3,1436
156,cam_ms.usp_fact_prc_daily_sell_in,3,0.035,1,1435
157,cam_ms.usp_fact_prc_daily_sell_in_snapshot,1,0.052,0,1439
158,cam_ms.usp_fact_prc_daily_sell_in_target,1,0.052,3,1435
159,cam_ms.usp_fact_prc_daily_sell_through_in_target,1,0.049,1,1439
160,cam_ms.usp_fact_prc_idg_pc_daily_sell_in,4,0.047,1,1437
161,cam_ms.usp_fact_prc_idg_pc_sd_daily_sell_in,1,0.03,4,1439
162,cam_ms.usp_fact_prc_idg_sd_daily_sell_in,4,0.046,2,1437
163,cam_ms.usp_fact_prc_isg_backlog_snapshot,1,0.042,3,1436
164,cam_ms.usp_fact_prc_isg_daily_sell_in,3,0.034,4,1437
165,cam_ms.usp_fact_prc_isg_region_daily_sell_in,1,0.035,0,1435
166,cam_ms.usp_fact_prc_rel_contract_product,1,0.031,4,1438
167,cam_ms.usp_fact_prc_rel_opportunity,3,0.048,3,1436
168,cam_ms.usp_fact_prc_rel_order_detail,1,0.059,0,1439
169,cam_ms.usp_fact_prc_rel_order_plan_detail,2,0.037,1,1438
170,cam_ms.usp_fact_prc_rel_quotation_proj_approval,1,0.037,1,1437
171,cam_ms.usp_fact_prc_rel_quotation_proj_large_order,1,0.053,2,1437
172,cam_ms.usp_fact_prc_rel_quotation_proj_principal_information,5,0.037,4,1438
173,cam_ms.usp_fact_prc_rel_quotation_proj_product_information,10,0.059,1,1435
174,cam_ms.usp_fact_prc_rel_quotation_proj_product_information;,8,0.048,3,1435
175,cam_ms.usp_fact_prc_sell_through_in_adj_on_sell_in,1,0.044,0,1436
176,cam_ms.usp_fact_prc_smb_sti_bypn_jd_qty,2,0.041,0,1437
177,cam_ms.usp_fact_prc_ssdc_pushout_detail,15,0.049,4,1438
178,cam_ms.usp_fact_qtrly_idc_yoy,1,0.037,0,1438
179,cam_ms.usp_fact_svc_prc_ssg_idg_rel_opportunity_booking_fcst_trend,1,0.052,2,1439
180,cam_ms.usp_fact_svc_prc_ssg_idg_rel_opportunity_booking_overall_fcst,1,0.03,0,1435
181,cam_ms.usp_fact_svc_prc_ssg_idg_rel_opportunity_industryline_fcst,2,0.032,0,1437
182,cam_ms.usp_fact_svc_prc_ssg_idg_rel_opportunity_region_fcst,1,0.05,2,1439
183,cam_ms.usp_fgi_lecoo_ms_inventory,1,0.036,1,1438
184,cam_ms.usp_rel_pushout_detail_cam,1,0.054,1,1439
185,cam_ms.usp_smb_sync_sn_owner_cam,6,0.034,4,1435
186,cam_ms.usp_ssdc_fgi_cam,3,0.037,4,1437
187,cam_ms.usp_ssdc_inv_data_offer_summary,7,0.03,2,1435
188,cam_ms.usp_ssdc_pushout_data_offer_summary,5,0.034,1,1436
189,cam_ms.usp_ssdc_smb_aged_inv_by_product_no,7,0.049,3,1438
190,cam_ms.usp_ssdc_sti_data_offer_summary,3,0.056,2,1436
191,cam_ms.usp_ssdc_transfer_data_offer_summary,2,0.035,4,1437
192,cam_ms.usp_sti_region_picking_to_bw,7,0.049,0,1435
193,cam_ms_dim_dist_chnl_worldwide_full,3,0.051,2,1436
194,cam_ms_dim_order_rsn_worldwide_full,2,0.057,0,1436
195,cam_ms_dim_product_div_worldwide_full,3,0.034,3,1436
196,cam_ms_dim_sale_office_worldwide_full,3,0.048,0,1436
197,cam_ms_dim_sale_org_worldwide_full,3,0.048,2,1438
198,cam_ms_dim_sale_transaction_ln_catg_worldwide_full,3,0.047,0,1435
199,cam_ms_dim_sale_transaction_type_worldwide_full,3,0.045,4,1437
200,cam_ms_dim_svc_group_worldwide_full,3,0.041,3,1435
201,cam_ms_fact_prc_isg_gp_target_completion_qtrly_snapshot_prc_full,2,0.045,2,1438
202,cam_ms_fact_prc_isg_order_gp_qtrly_snapshot_prc_full,2,0.039,4,1436
203,cam_ms_fact_prc_isg_quotation_proj_gp_qtrly_snapshot_prc_full,2,0.058,4,1438
204,cam_ms_prc_manual_region_sale_actl_prc_full,2,0.035,0,1438
205,cam_prd.usp_dim_portfolio_offering,1,0.037,3,1437
206,cam_prd.usp_exp_fact_product_performance_sum_by_mtm_geo,1,0.038,2,1439
207,cam_prd.usp_fact_product_performance_sum_by_mtm,3,0.035,4,1437
208,cam_prd.usp_fact_product_performance_sum_by_mtm_geo,2,0.035,2,1437
209,cam_prd.usp_fact_product_performance_sum_by_offering,3,0.055,1,1436
210,cam_sc.usp_cpu_dashboard,4,0.052,1,1437
211,cam_sc.usp_fact_idg_seg_performance_loads_data_set,1,0.034,2,1437
212,cam_sc.usp_fact_pcsd_backlog_prc_with_sales_info_am,25,0.032,0,1437
213,cam_sc.usp_fact_pcsd_backlog_with_sales_info_am_01,21,0.059,2,1439
214,cam_sc.usp_fact_pcsd_backlog_with_sales_info_am_02,16,0.04,4,1436
215,cam_sc.usp_fact_po_doc_flow,1,0.054,4,1435
216,cam_sc.usp_fact_po_item_general_info,1,0.035,3,1439
217,cam_sc.usp_fact_so_bom,2,0.057,0,1435
218,cam_srv.usp_con_push_out_detail,1,0.056,3,1438
219,cam_srv.usp_con_sell_out_manual,1,0.052,3,1436
220,cam_srv.usp_fact_svc_prc_con_retail_family_history_record,2,0.059,0,1438
221,cam_srv.usp_fact_svc_prc_con_retail_family_shop_spare_gold,2,0.036,4,1436
222,cam_srv.usp_fact_svc_prc_d365_opportunity,1,0.042,1,1437
223,cam_srv.usp_fact_svc_prc_opportunity,1,0.05,2,1439
224,cam_srv.usp_fact_svc_prc_order_detail,1,0.042,3,1435
225,cam_srv.usp_fact_svc_prc_pm_billing_estimate,1,0.031,3,1438
226,cam_srv.usp_fact_svc_prc_rel_historical_manual_data_for_kab,1,0.058,4,1435
227,cam_srv.usp_fact_svc_prc_rel_historical_manual_data_for_svc,1,0.037,4,1436
228,cam_srv.usp_fact_svc_prc_rel_opportunity,1,0.042,1,1439
229,cam_srv.usp_fact_svc_prc_report_details_part_con_sell_out,1,0.056,2,1436
230,cam_srv.usp_fact_svc_prc_report_details_part_con_sellin_omoc,2,0.05,1,1439
231,cam_srv.usp_fact_svc_prc_report_details_part_con_sellin_omoc_offsetting,1,0.047,2,1437
232,cam_srv.usp_fact_svc_prc_report_details_part_con_sellin_svc,1,0.033,4,1438
233,cam_srv.usp_fact_svc_prc_report_details_part_rel_sellin_svc,1,0.038,0,1435
234,cam_srv.usp_fact_svc_prc_report_details_part_smb_sellin_svc,1,0.043,2,1439
235,cam_srv.usp_fact_svc_prc_report_details_part_smb_stb_detail_bysn,1,0.052,3,1437
236,cam_srv.usp_fact_svc_prc_report_details_part_upsell_booking,1,0.046,4,1435
237,cam_srv.usp_fact_svc_prc_report_details_part_upsell_booking_offsetting,1,0.03,4,1438
238,cam_srv.usp_fact_svc_prc_smb_historical_manual_data,1,0.058,2,1439
239,cam_srv.usp_fact_svc_prc_smb_ms_loading,1,0.048,1,1439
240,cam_srv.usp_fact_svc_prc_smb_so_serial_no,3,0.05,2,1436
241,cam_srv.usp_fact_svc_prc_smb_stockage_report,7,0.058,3,1438
242,cam_srv.usp_fact_svc_prc_target_and_fcst_con,1,0.032,0,1435
243,cam_srv.usp_fact_svc_prc_target_and_fcst_rel,1,0.051,2,1439
244,cam_srv.usp_fact_svc_prc_target_and_fcst_rel_kab,1,0.05,1,1436
245,cam_srv.usp_fact_svc_prc_target_and_fcst_smb,1,0.038,0,1435
246,cam_srv.usp_fact_svc_prc_ttl_gaap,1,0.034,0,1435
247,cam_srv.usp_fact_svc_report_details_con_handwork,1,0.044,0,1438
248,cam_srv.usp_fact_svc_report_details_con_sellin_lecoo_ms,1,0.043,2,1439
249,cam_srv.usp_fact_svc_report_details_con_sellin_ms,1,0.049,0,1437
250,cam_srv.usp_fact_svc_report_details_rel_handwork,1,0.038,2,1435
251,cam_srv.usp_fact_svc_report_details_rel_sellin_ms,3,0.054,0,1438
252,cam_srv.usp_fact_svc_report_details_smb_handwork,1,0.057,1,1438
253,cam_srv.usp_fact_svc_report_details_smb_sellin_lecoo_ms,1,0.033,1,1435
254,cam_srv.usp_fact_svc_report_details_smb_sellin_ms,1,0.039,3,1436
255,cam_srv.usp_sell_out_jd_ka,1,0.046,3,1439
256,cam_srv.usp_sell_out_sda_store_posa,1,0.044,4,1436
257,cam_srv.usp_sell_out_sda_store_svc_other,1,0.054,1,1436
258,cam_srv.usp_smb_svc_sda_main_detail,2,0.032,1,1439
259,cam_srv.usp_smb_svc_sda_sunny_detail,3,0.039,0,1438
260,cam_srv_ww.usp_dim_svc_fiscal_dt_flg,1,0.048,2,1435
261,cam_srv_ww.usp_dim_svc_material,1,0.058,1,1439
262,cam_srv_ww.usp_dim_svc_product_hier,1,0.054,4,1436
263,cam_srv_ww.usp_fact_svc_booking_simulation_report,13,0.059,4,1436
264,cam_srv_ww.usp_fact_svc_booking_simulation_report_recon,9,0.031,3,1436
265,cam_srv_ww.usp_fact_svc_case_fix_on_phone,1,0.056,4,1439
266,cam_srv_ww.usp_fact_svc_subs_active_lease_report,2,0.058,1,1439
267,cam_srv_ww.usp_fact_svc_subs_billing,1,0.037,4,1436
268,cam_srv_ww.usp_fact_svc_subs_contract,2,0.032,2,1436
269,dwc_ext.usp_ap_pc_tracker_split_hist,3,0.03,0,1437
270,dwc_ext.usp_ap_pcd_tracker_pc_model_channel_hist,3,0.049,2,1436
271,dwc_ext.usp_ap_pcd_tracker_pc_model_segment_hist,3,0.053,0,1438
272,dwc_ext.usp_cn_ess_tracker_province_hist,3,0.038,3,1435
273,dwc_ext.usp_cn_ess_tracker_sds_hci_hist,3,0.041,0,1438
274,dwc_ext.usp_cn_pc_tracker_industry_mkt_fcst,3,0.054,0,1436
275,dwc_ext.usp_cn_pc_tracker_province_fcst,3,0.031,1,1436
276,dwc_ext.usp_cn_pc_tracker_province_hist,3,0.033,1,1438
277,dwc_ext.usp_cn_pc_tracker_sales_out_addons_hist,3,0.04,4,1438
278,dwc_ext.usp_cn_pc_tracker_sales_out_addons_province_model_hist,4,0.037,2,1438
279,dwc_ext.usp_cn_pc_tracker_sales_out_hist,4,0.052,4,1438
280,dwc_ext.usp_cn_pc_tracker_vertical_mkt_hist,3,0.048,0,1436
281,dwc_ext.usp_cn_pcd_tracker_tablet_industry_mkt_hist,3,0.057,4,1439
282,dwc_ext.usp_cn_smart_home_tracker_hist,3,0.057,4,1436
283,dwc_ext.usp_cn_svr_accelerator_hist,3,0.037,0,1439
284,dwc_ext.usp_cn_svr_edge_hist,3,0.039,2,1439
285,dwc_ext.usp_cn_svr_industry_hist,4,0.032,2,1439
286,dwc_ext.usp_cn_svr_tracker_province_idc_vertical_fcst,3,0.034,4,1436
287,dwc_ext.usp_cn_svr_tracker_province_lenovo_vertical_fcst,3,0.044,0,1438
288,dwc_ext.usp_cn_svr_tracker_province_lenovo_vertical_hist,3,0.03,2,1437
289,dwc_ext.usp_cn_svr_tracker_province_segment_lenovo_hist,3,0.043,3,1436
290,dwc_ext.usp_cn_tablet_vertical_mkt_fcst,4,0.044,2,1437
291,dwc_ext.usp_cn_wearable_channel_fcst,3,0.046,4,1438
292,dwc_ext.usp_cn_wearable_channel_hist,3,0.041,2,1439
293,dwc_ext.usp_cn_wearable_fcst,3,0.034,0,1439
294,dwc_ext.usp_cn_wearable_hist,3,0.043,3,1437
295,dwc_ext.usp_cn_wearable_segment_fcst,3,0.041,3,1436
296,dwc_ext.usp_cn_wearable_segment_hist,3,0.056,1,1435
297,dwc_ext.usp_la_infra_tracker_server_industry_hist,3,0.049,4,1437
298,dwc_ext.usp_la_infra_tracker_server_segment_hist,3,0.037,4,1438
299,dwc_ext.usp_us_pc_tracker_public_sector_fcst,3,0.047,2,1436
300,dwc_ext.usp_us_pc_tracker_public_sector_hist,3,0.037,1,1436
301,dwc_ext.usp_ww_ag_vr_headset_tracker_channel_fcst,3,0.046,0,1438
302,dwc_ext.usp_ww_ag_vr_headset_tracker_channel_hist,3,0.051,0,1435
303,dwc_ext.usp_ww_ag_vr_headset_tracker_segment_fcst,3,0.046,4,1435
304,dwc_ext.usp_ww_ag_vr_headset_tracker_segment_hist,3,0.032,2,1438
305,dwc_ext.usp_ww_black_book_le_fcst,3,0.055,2,1439
306,dwc_ext.usp_ww_ent_client_device_tracker_channel_fcst,3,0.047,1,1438
307,dwc_ext.usp_ww_ent_client_device_tracker_os_fcst,3,0.032,2,1437
308,dwc_ext.usp_ww_enterprise_infra_tracker_workloads_company_size_hist,3,0.039,0,1439
309,dwc_ext.usp_ww_enterprise_infra_tracker_workloads_deployment_env_hist,3,0.04,2,1438
310,dwc_ext.usp_ww_enterprise_infra_tracker_workloads_fcst,3,0.055,0,1436
311,dwc_ext.usp_ww_enterprise_infra_tracker_workloads_hist,4,0.043,4,1438
312,dwc_ext.usp_ww_enterprise_infra_tracker_workloads_infra_type_hist,3,0.037,2,1436
313,dwc_ext.usp_ww_enterprise_infra_tracker_workloads_scalability_hist,3,0.046,4,1437
314,dwc_ext.usp_ww_enterprise_infra_tracker_workloads_vertical_hist,3,0.037,0,1438
315,dwc_ext.usp_ww_enterprise_infra_tracker_workloads_virtualization_mthd_hist,3,0.048,1,1439
316,dwc_ext.usp_ww_gaming_tracker_monitor_channel_hist,4,0.044,3,1435
317,dwc_ext.usp_ww_gaming_tracker_monitor_fcst,3,0.035,2,1436
318,dwc_ext.usp_ww_gaming_tracker_monitor_segment_hist,3,0.05,3,1439
319,dwc_ext.usp_ww_gaming_tracker_pc_channel_hist,3,0.032,1,1437
320,dwc_ext.usp_ww_gaming_tracker_pc_fcst,3,0.053,4,1435
321,dwc_ext.usp_ww_gaming_tracker_pc_segment_hist,3,0.034,3,1439
322,dwc_ext.usp_ww_hc_peripherals_tracker_fcst,3,0.052,1,1435
323,dwc_ext.usp_ww_hc_peripherals_tracker_hist,3,0.037,2,1439
324,dwc_ext.usp_ww_ict_spending_guide_industry_cmpy_size_fcst,3,0.04,0,1437
325,dwc_ext.usp_ww_infa_tracker_ess_fcst,3,0.054,3,1436
326,dwc_ext.usp_ww_infa_tracker_ess_org_hist,3,0.056,1,1436
327,dwc_ext.usp_ww_infa_tracker_ess_product_category_hist,4,0.044,4,1439
328,dwc_ext.usp_ww_infa_tracker_server_fcst,3,0.057,2,1439
329,dwc_ext.usp_ww_infa_tracker_server_hist,5,0.049,2,1435
330,dwc_ext.usp_ww_infa_tracker_server_x86_channel_fcst,3,0.055,0,1438
331,dwc_ext.usp_ww_infa_tracker_server_x86_channel_hist,4,0.047,1,1439
332,dwc_ext.usp_ww_infa_tracker_server_x86_segment_fcst,3,0.04,4,1438
333,dwc_ext.usp_ww_infa_tracker_server_x86_segment_hist,4,0.03,1,1437
334,dwc_ext.usp_ww_infra_tracker_buyer_cloud_deploy_fcst,3,0.031,1,1436
335,dwc_ext.usp_ww_infra_tracker_buyer_cloud_deploy_hist,3,0.051,3,1439
336,dwc_ext.usp_ww_infra_tracker_client_device_channel_hist,3,0.054,0,1437
337,dwc_ext.usp_ww_infra_tracker_client_device_segment_hist,3,0.057,1,1436
338,dwc_ext.usp_ww_infra_tracker_converged_component_hist,3,0.044,4,1436
339,dwc_ext.usp_ww_infra_tracker_converged_fcst,3,0.032,4,1438
340,dwc_ext.usp_ww_infra_tracker_converged_hist,3,0.047,2,1438
